Id,SalePrice
1461,106641.76
1462,142310.16
1463,169008.7
1464,183474.06
1465,193181.83
1466,159853.34
1467,169934.0
1468,150338.12
1469,187573.67
1470,108292.18
1471,164060.84
1472,92416.44
1473,84022.58
1474,141475.8
1475,91904.67
1476,341636.47
1477,242839.88
1478,298835.78
1479,295183.3
1480,445573.22
1481,304199.53
1482,207406.22
1483,159051.53
1484,155771.27
1485,185135.33
1486,187367.14
1487,313330.38
1488,225496.92
1489,183226.53
1490,233927.34
1491,191561.03
1492,87131.03
1493,198413.61
1494,283440.66
1495,266198.56
1496,237066.84
1497,158166.81
1498,155668.17
1499,154272.95
1500,142889.64
1501,191152.14
1502,140666.39
1503,281620.8
1504,230894.11
1505,211791.77
1506,183751.66
1507,232604.11
1508,187307.64
1509,147089.0
1510,136017.52
1511,136706.8
1512,166607.92
1513,142019.17
1514,148611.56
1515,189751.83
1516,153717.67
1517,162433.62
1518,108312.78
1519,214540.05
1520,113266.44
1521,114828.516
1522,183757.36
1523,92152.1
1524,109687.18
1525,106111.39
1526,94234.766
1527,92703.375
1528,126529.99
1529,144370.39
1530,212032.1
1531,129067.03
1532,97960.94
1533,143593.92
1534,115729.04
1535,131364.27
1536,92691.81
1537,46568.613
1538,161912.39
1539,199493.5
1540,112832.21
1541,135708.97
1542,130225.92
1543,175691.55
1544,75762.51
1545,119265.38
1546,144462.44
1547,122992.02
1548,138318.36
1549,119353.58
1550,142241.53
1551,102865.27
1552,148614.14
1553,151510.7
1554,112146.41
1555,143878.25
1556,68738.61
1557,100493.8
1558,99073.21
1559,66382.25
1560,111336.37
1561,117164.94
1562,120315.34
1563,119016.5
1564,149427.05
1565,151903.16
1566,236594.08
1567,61275.527
1568,233332.48
1569,119473.95
1570,130884.984
1571,85136.32
1572,132180.73
1573,232831.2
1574,125598.32
1575,230861.58
1576,237098.3
1577,175008.7
1578,146810.06
1579,127385.96
1580,185948.6
1581,150002.92
1582,124380.04
1583,271610.72
1584,214378.78
1585,128843.164
1586,49742.383
1587,100677.586
1588,154023.28
1589,98733.57
1590,114664.27
1591,84197.09
1592,120487.875
1593,129051.97
1594,127405.28
1595,94814.08
1596,213378.17
1597,188495.92
1598,199828.72
1599,184187.12
1600,176666.55
1601,36833.973
1602,119485.914
1603,63985.65
1604,270380.16
1605,231349.78
1606,149024.42
1607,147831.58
1608,204325.1
1609,177475.33
1610,145887.92
1611,127647.1
1612,171245.28
1613,158260.94
1614,131026.27
1615,86610.06
1616,61739.293
1617,75148.69
1618,107322.26
1619,139505.27
1620,165522.47
1621,119696.1
1622,145889.31
1623,256569.39
1624,193760.89
1625,109643.484
1626,171197.77
1627,177232.2
1628,264327.72
1629,167713.88
1630,322715.03
1631,221151.11
1632,224632.66
1633,180723.22
1634,179342.78
1635,166307.02
1636,136595.56
1637,176455.78
1638,173453.64
1639,174997.53
1640,225419.22
1641,169359.95
1642,251878.11
1643,206454.9
1644,226374.83
1645,198816.75
1646,155935.25
1647,153780.64
1648,121809.766
1649,125022.48
1650,109589.46
1651,110561.78
1652,96325.29
1653,95412.29
1654,141463.3
1655,118256.89
1656,135773.67
1657,151137.55
1658,149245.02
1659,116871.125
1660,142517.14
1661,399875.3
1662,347286.97
1663,350533.78
1664,429145.75
1665,305353.62
1666,304640.8
1667,334958.25
1668,336116.0
1669,305904.88
1670,337085.12
1671,251436.81
1672,381951.97
1673,285783.5
1674,238290.92
1675,192583.02
1676,194233.44
1677,206872.28
1678,443575.88
1679,359393.12
1680,312821.66
1681,264713.7
1682,302101.66
1683,185513.08
1684,168437.19
1685,168152.16
